Net secretion,ERR10946172,ERR10946174,ERR10946179,ERR10946185,ERR10946194,ERR10946204,ERR10946207,ERR10946212,ERR10946217,ERR10946240,ERR10946243,ERR10946245,ERR10946260,ERR10946261,ERR10946262,ERR10946264,ERR10946272,ERR10946273,ERR10946274,ERR10946280,ERR10946281,ERR10946299,ERR10946302,ERR10946303,ERR10946307,ERR10946314,ERR10946316,ERR10946320,ERR10946326,ERR10946327,ERR10946331,ERR10946339,ERR10946364,ERR10946365,ERR10946372,ERR10946378,ERR10946384,ERR10946385,ERR10946386,ERR10946388,ERR10946389,ERR10946390,ERR10946399,ERR10946400,ERR10946401,ERR10946402,ERR10946403,ERR10946409,ERR10946410,ERR10946411,ERR10946412,ERR10946414,ERR10946415,ERR10946417,ERR10946419,ERR10946423,ERR10946432,ERR10946434,ERR10946437,ERR10946438,ERR10946439,ERR10946440,ERR10946446,ERR10946451,ERR10946455,ERR10946456,ERR10946462,ERR1549029,ERR1549030,ERR1549031,ERR1549034,ERR1549035,ERR1549036,ERR1549037,ERR1549038,ERR1549039,ERR1549043,ERR1549047,ERR1549058,ERR1549059,ERR1549060,ERR1549061,ERR1549063,ERR1549064,ERR1549065,ERR1549066,ERR2730172,ERR2730205,ERR2730277,ERR2730297,ERR2730300,ERR2730319,ERR2730320,ERR3046628,ERR365835,ERR365837,ERR365839,ERR365842,ERR365843,ERR365847,ERR365849,ERR365850,ERR365851,ERR365853,ERR365855,ERR365856,ERR365859,ERR365860,ERR365861,ERR365864,ERR365865,ERR365866,ERR365870,ERR365873,ERR365874,ERR365881,ERR365883,ERR365886,ERR365887,ERR365888,ERR365893,ERR365894,ERR365896,ERR365900,ERR365902,ERR365904,SRR10911133,SRR10911135,SRR10911143,SRR10911146,SRR10911152,SRR10911156,SRR10911157,SRR10911158,SRR10911160,SRR10911165,SRR10911167,SRR10911168,SRR10911170,SRR10911198,SRR10911202,SRR10911210,SRR10911221,SRR10911223,SRR10911226,SRR10911227,SRR10911232,SRR10911235,SRR10911240,SRR10911250,SRR10911259,SRR10911263,SRR10911270,SRR10911273,SRR10911276,SRR10911283,SRR10911286,SRR10911290,SRR10911298,SRR10911299,SRR10911370,SRR10911376,SRR10911377,SRR10911378,SRR10911389,SRR10911402,SRR10911410,SRR10911414,SRR10911419,SRR10911422,SRR10911425,SRR10911428,SRR10911437,SRR10911463,SRR10911468,SRR10911482,SRR10911490,SRR10911494,SRR10911498,SRR10911505,SRR10911516,SRR10911521,SRR10911533,SRR10911536,SRR10911556,SRR10911568,SRR10911591,SRR10911595,SRR10911612,SRR10911630,SRR10911639,SRR10911660,SRR10911663,SRR10911690,SRR10911692,SRR10911693,SRR10911696,SRR10911698,SRR10911702,SRR10911732,SRR10911736,SRR10911739,SRR10911744,SRR10911747,SRR10911751,SRR10911753,SRR10911756,SRR10911757,SRR10911759,SRR10911760,SRR10911761,SRR10911765,SRR10911766,SRR10911768,SRR10911769,SRR10911800,SRR10911803,SRR10911807,SRR10911809,SRR10911812,SRR10911816,SRR10911818,SRR10911819,SRR10911820,SRR10911852,SRR10911854,SRR10911855,SRR10911856,SRR10911865,SRR10911866,SRR10911867,SRR10911868,SRR10911882,SRR10911887,SRR10911891,SRR10911897,SRR10911901,SRR10911905,SRR10911906,SRR10911911,SRR10911916,SRR10911922,SRR10911932,SRR10911936,SRR10911941,SRR10911949,SRR10911952,SRR10911960,SRR10911965,SRR8351980,SRR8351983,SRR8351992,SRR8351994,SRR8351996,SRR8351998,SRR8352001,SRR8352002,SRR8352009,SRR8352012,SRR8352015,SRR8352029,SRR8352030,SRR8352032,SRR8352046,SRR8352060,SRR8352064,SRR8352068,SRR8352070,SRR8352073,SRR8352082,SRR8352109,SRR8352110,SRR8352112,SRR8352117,SRR8352121,ERR10946463,ERR10946465,ERR10946467,ERR10946468,ERR10946469,ERR10946470,ERR10946471,ERR10946472,ERR10946473,ERR10946478,ERR10946479,ERR10946480,ERR10946482,ERR10946485,ERR10946490,ERR10946491,ERR10946493,ERR10946496,ERR10946498,ERR10946500,ERR10946501,ERR10946505,ERR10946510,ERR10946511,ERR10946512,ERR10946513,ERR10946518,ERR1549010,ERR1549011,ERR1549012,ERR1549013,ERR1549014,ERR1549015,ERR1549016,ERR1549017,ERR1549018,ERR1549019,ERR1549021,ERR1549022,ERR1549024,ERR1549026,ERR1549027,ERR1549028,ERR1549048,ERR1549049,ERR1549050,ERR1549051,ERR1549052,ERR1549053,ERR1549054,ERR1549055,ERR1549056,ERR1549057,ERR2730218,ERR2730236,ERR2730239,ERR2730244,ERR2730253,ERR2730254,ERR2730255,ERR2730269,ERR2730342,ERR2730346,ERR2730357,ERR2730367,ERR2730382,ERR3040017,ERR3046385,ERR3046417,ERR3046577,ERR3046609,ERR365909,ERR365911,ERR365912,ERR365915,ERR365916,ERR365920,ERR365921,ERR365922,ERR365925,ERR365926,ERR365929,ERR365931,ERR365932,ERR365933,ERR365934,ERR365936,ERR365938,ERR365941,ERR365943,ERR365945,ERR365946,ERR365951,ERR365954,ERR365955,ERR365956,ERR365957,ERR365958,ERR365966,ERR365968,ERR365972,ERR365980,SRR10911132,SRR10911134,SRR10911137,SRR10911138,SRR10911139,SRR10911142,SRR10911162,SRR10911171,SRR10911173,SRR10911174,SRR10911175,SRR10911176,SRR10911177,SRR10911180,SRR10911182,SRR10911184,SRR10911185,SRR10911186,SRR10911188,SRR10911190,SRR10911193,SRR10911194,SRR10911195,SRR10911196,SRR10911197,SRR10911200,SRR10911201,SRR10911203,SRR10911207,SRR10911208,SRR10911209,SRR10911211,SRR10911213,SRR10911215,SRR10911216,SRR10911217,SRR10911242,SRR10911243,SRR10911245,SRR10911248,SRR10911251,SRR10911255,SRR10911258,SRR10911261,SRR10911264,SRR10911267,SRR10911268,SRR10911269,SRR10911272,SRR10911275,SRR10911284,SRR10911288,SRR10911289,SRR10911291,SRR10911292,SRR10911294,SRR10911297,SRR10911303,SRR10911305,SRR10911307,SRR10911310,SRR10911311,SRR10911313,SRR10911317,SRR10911322,SRR10911323,SRR10911325,SRR10911332,SRR10911335,SRR10911340,SRR10911341,SRR10911343,SRR10911348,SRR10911352,SRR10911357,SRR10911361,SRR10911364,SRR10911365,SRR10911367,SRR10911371,SRR10911373,SRR10911375,SRR10911392,SRR10911394,SRR10911398,SRR10911401,SRR10911403,SRR10911406,SRR10911413,SRR10911423,SRR10911424,SRR10911427,SRR10911433,SRR10911435,SRR10911438,SRR10911439,SRR10911442,SRR10911443,SRR10911444,SRR10911446,SRR10911447,SRR10911450,SRR10911451,SRR10911452,SRR10911455,SRR10911457,SRR10911467,SRR10911470,SRR10911473,SRR10911481,SRR10911485,SRR10911486,SRR10911488,SRR10911489,SRR10911500,SRR10911504,SRR10911509,SRR10911511,SRR10911515,SRR10911519,SRR10911520,SRR10911522,SRR10911525,SRR10911528,SRR10911532,SRR10911535,SRR10911538,SRR10911543,SRR10911545,SRR10911546,SRR10911548,SRR10911550,SRR10911554,SRR10911557,SRR10911560,SRR10911562,SRR10911563,SRR10911565,SRR10911570,SRR10911576,SRR10911580,SRR10911581,SRR10911584,SRR10911596,SRR10911597,SRR10911599,SRR10911603,SRR10911605,SRR10911606,SRR10911610,SRR10911614,SRR10911616,SRR10911619,SRR10911623,SRR10911624,SRR10911629,SRR10911637,SRR10911640,SRR10911644,SRR10911648,SRR10911651,SRR10911652,SRR10911655,SRR10911656,SRR10911658,SRR10911667,SRR10911672,SRR10911677,SRR10911680,SRR10911681,SRR10911689,SRR10911700,SRR10911703,SRR10911705,SRR10911710,SRR10911715,SRR10911716,SRR10911719,SRR10911720,SRR10911721,SRR10911726,SRR10911731,SRR10911733,SRR10911734,SRR10911740,SRR10911771,SRR10911772,SRR10911773,SRR10911774,SRR10911779,SRR10911782,SRR10911783,SRR10911788,SRR10911789,SRR10911790,SRR10911791,SRR10911792,SRR10911794,SRR10911795,SRR10911817,SRR10911827,SRR10911828,SRR10911831,SRR10911832,SRR10911834,SRR10911841,SRR10911842,SRR10911843,SRR10911846,SRR10911848,SRR10911850,SRR10911853,SRR10911859,SRR10911874,SRR10911880,SRR10911884,SRR10911885,SRR10911886,SRR10911892,SRR10911895,SRR10911896,SRR10911900,SRR10911907,SRR10911912,SRR10911913,SRR10911915,SRR10911917,SRR10911924,SRR10911927,SRR10911928,SRR10911934,SRR10911942,SRR10911943,SRR10911951,SRR10911954,SRR10911959,SRR10911964,SRR10911967,SRR8351977,SRR8351978,SRR8351979,SRR8351981,SRR8351982,SRR8351984,SRR8351989,SRR8352007,SRR8352008,SRR8352011,SRR8352014,SRR8352017,SRR8352018,SRR8352019,SRR8352034,SRR8352036,SRR8352039,SRR8352042,SRR8352044,SRR8352047,SRR8352048,SRR8352049,SRR8352051,SRR8352054,SRR8352055,SRR8352057,SRR8352063,SRR8352065,SRR8352069,SRR8352071,SRR8352072,SRR8352074,SRR8352076,SRR8352077,SRR8352079,SRR8352081,SRR8352083,SRR8352095,SRR8352096,SRR8352100,SRR8352101,SRR8352108,SRR8352113,SRR8352116,SRR8352125
"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",0.001228047,0.001382421,0.000380627,0.000542413,0.000766194,0.000256651,0.000600154,0.001779401,0.000617157,0.000737629,0.002312922,0.001530849,0.002536734,0.000706658,0.001041202,0.000545532,0.000952959,0.007213238,0.002186294,0.003173996,0.002631157,0.000539766,0.000947213,0.001086699,0.002963751,0.002162459,0.000536143,0.000451956,0.00295622,0.001057143,0.001024979,0.000845263,0.000983239,0.002504799,0.003246923,0.002028385,0.000915754,0.001249233,0.007273684,0.000632749,0.000241117,0.000968735,0.001867856,0.001132478,0.00609973,0.000660963,0.00102624,0.000730544,0.00199305,0.001562782,0.000837608,0.002528953,0.000865319,0.003424604,0.000502605,0.002086571,0.006098098,0.000978124,0.007632722,0.002517333,0.002770206,0.000830433,0.000690268,0.001009381,0.000358071,0.000939634,0.000298181,0.000164187,0.001259787,0.002110952,8.76E-05,0.003551572,0.000129791,0.001757909,5.22E-05,0.002273631,0.001418855,0.007256095,0.000333425,0.000201543,0.000351713,0.000184305,0.001489968,0.000775895,0.000627359,0.006024851,0.002650837,0.000543281,0.000697791,0.001428525,0.001150144,7.05E-05,0.000280455,0.005831601,0.001232545,0.001682869,0.000981915,0.005281536,0.001064934,0.001395061,0.001415699,0.000704157,0.000391979,0.001292787,0.000325397,0.001983762,0.002157488,0.000256422,0.001409188,0.00101753,0.002094089,0.000399481,0.000538486,0.000742582,0.001161253,0.000881731,0.002394046,0.000239031,0.000382347,0.00075118,0.004461832,0.009701544,0.003526028,0.003630199,0.001282026,0.000614687,0.000352527,0.001521335,0.000227286,0.000254847,0.000232407,0.003849107,0.002781236,0.000721826,0.00048614,0.000675902,0.000215265,0.000597186,8.23E-05,0.001175544,0.000502601,0.000886747,0.000728119,0.000143594,0.00073129,0.002015442,0.000555573,0.000603151,0.001321518,0.005234425,0.001011177,0.000665076,0.001065837,0.000286791,0.011875896,0.004526503,0.000151544,0.001488841,0.000195316,0.000515523,0.003618692,0.001807575,0.000117488,0.003815646,0.001567557,0.004487264,0.000426145,0.001135846,0.000397579,9.05E-05,6.46E-05,0.002389631,0.000754322,0.000435816,0.002606049,0.001855995,0.000793599,0.002285417,0.001957193,0.003188989,0.000510524,0.00051518,0.001217642,0.000232168,0.002343824,0.001363917,0.001270422,0.000330731,0.002323735,0.002763806,0.000119759,0.003265247,0.000394212,0.000415646,0.001184986,0.00034282,0.000325428,0.000740524,0.00015449,0.001570662,0.002346581,0.001097682,0.000337264,0.002922385,0.002075447,0.014453147,0.000302084,0.001564496,0.003560894,0.003770933,0.001311941,0.00174676,0.001680609,0.000320955,0.004601371,0.000880634,0.001231685,0.001078805,0.000271861,0.004188358,0.000554651,0.000662628,0.00016099,0.000331359,0.002807646,0.000118313,0.000380469,0.000204545,0.001354378,0.000556223,0.005302415,0.000583613,0.002218905,0.000165778,0.000355977,0.000234175,0.009797663,0.00293168,0.001239139,0.000816455,0.000669568,0.003099291,0.000135905,0.001966778,0.00199972,0.001432017,0.004582941,0.000338893,0.002059895,0.0014163,0.004817576,0.000606772,0.004082192,0.007243055,8.97E-05,0.0044751,0.005804925,0.003001933,0.005620998,0.000319566,0.000652797,0.000619611,0.001342248,0.000712107,0.006738866,0.006501505,0.000472774,0.00511831,0.000397496,0.001550577,0.00525036,0.001178329,0.008964268,0.003005837,0.01242126,0.001947231,0.000395277,0.006922521,0.001808211,0.000141259,0.000669505,0.001703093,0.006281174,0.000456383,0.000848154,0.000364556,0.001673683,0.009659548,0.000457543,0.001138707,0.006130566,0.000410835,0.000452315,0.00327135,0.001733391,0.001135066,0.000656719,0.00048377,0.005156967,0.002067861,0.00118932,0.001242204,8.67E-05,0.00238263,9.44E-05,0.000523749,9.59E-05,0.005837928,0.001856792,0.003658197,7.57E-05,0.003978073,0.000306371,0.000776286,0.000218612,0.001608524,0.000789455,3.69E-05,0.000945364,0.009408711,0.001248889,0.000190454,0.002407791,0.002025851,0.004651816,0.000400865,0.000383646,0.001140227,0.002225674,0.000325897,0.001353241,0.000325291,0.000728443,0.002660699,0.001303075,0.002270803,0.004383461,0.00110496,0.001760881,0.001500088,0.003591408,0.001495857,7.55E-05,0.009268674,9.28E-05,0.009288827,0.000882802,0.004721206,0.000806592,0.004476936,0.005892067,0.003842559,0.003261036,0.000998916,0.001207992,0.000591969,0.00361861,0.000965169,0.000811027,0.00191906,0.000255663,0.00023033,0.000576557,0.001485366,0.001555468,0.001354358,0.000545003,0.002771523,0.00240312,0.002984036,0.000356472,0.001343285,0.001496845,0.000537809,0.000248418,0.002661652,0.002070082,0.001084175,0.002567857,0.003165716,0.001536296,0.00108089,0.001528142,0.00046811,0.002688531,0.007777809,6.38E-05,0.000741008,0.001428391,0.005289624,0.00017571,0.001641923,0.001974539,0.000217944,0.001497609,0.009305225,0.002532823,3.26E-05,0.000548627,0.000592656,0.001186663,0.000301447,0.000132257,0.001648228,0.001457238,0.002299029,0.000826481,0.002158441,0.000199831,0.001017637,0.001378049,0.001049844,0.00116996,0.000342253,0.00084847,0.002529732,0.000267453,0.006354851,0.001887172,0.008050942,0.000312591,0.002346059,0.000426622,0.003300777,0.003340443,0.001069254,0.001713807,0.005604328,0.002217581,0.000757871,0.001798993,0.001620989,0.000407724,0.000504917,0.001272927,0.001866301,0.002812036,0.000111673,1.32E-05,0.000684651,0.000556024,0.001255247,0.002679656,0.016649893,0.003209558,0.0002904,0.011161221,0.000957112,0.000527358,0.000301088,0.00025204,0.001914827,0.00055101,0.005916018,0.000309169,0.002901889,0.00065532,0.000746427,0.001788815,0.003295161,0.000387233,0.001105956,0.005089183,0.002670178,0.000675286,0.003413734,0.002729859,0.022762239,0.001856485,0.000255374,0.000559641,0.002346912,0.001496063,0.000672254,0.001334664,0.000283508,0.000609527,0.001251218,0.000464043,0.000462667,0.000560272,0.000442986,0.000464252,0.00648074,0.006381609,0.000144209,0.000979544,0.003307055,0.00250532,0.004697754,0.001047806,0.006538898,0.00317465,0.000984663,0.000771201,0.004796495,0.00617101,0.00069225,0.000662681,0.001298339,0.002452319,0.00250051,0.00072325,0.000774219,0.000446779,0.002903594,0.001638417,0.003777592,0.000149913,0.001797013,0.00017123,0.003023006,0.000571998,0.004329112,0.001653082,0.002796079,0.006966738,0.001906381,0.001554932,0.000254157,0.002976796,0.002175448,0.000978737,0.003842065,0.001530834,0.000166177,0.002520494,0.001303452,0.003634054,0.001901413,0.006451655,0.000947777,0.000379968,0.003231041,0.001060517,0.000657983,0.000624486,0.003666914,0.000250483,0.000583102,0.003274955,0.001025231,4.88E-05,0.00066525,0.000317554,7.11E-05,0.00158156,0.004292186,0.002168751,0.000815096,0.001134704,0.000397175,0.007850154,0.000408359,0.000670363,0.000579142,0.006861961,0.000647523,0.001369155,0.000802493,0.000505036,0.001734947,0.000860546,0.000426362,0.00032616,0.000459821,0.003503155,0.001153734,0.003144992,0.000531569,0.000256643,0.00493086,0.009972259,0.000328322,0.006561702,0.014500394,0.00457276,0.000949195,0.000716985,0.000377175,0.000234386,0.000845085,0.000960959,0.000430717,0.000878091,0.000335755,0.005385775,0.001127811,0.002596118,0.002324974,0.000559675,0.005083136,0.000414133,0.000498381,0.000757047,0.000453923,0.000824307,0.000186496,0.004354923,0.000243197,0.000254583,0.001786608,0.000465907,0.001250627,0.00410733,3.97E-05,0.002356877,0.00056191,0.000563073,0.005178434,0.003207427,0.000944901,0.004946651,0.00057238,0.007336438,0.002653034,0.003728695,0.003490302,0.002542061,0.002053269,0.002379983,0.001480246,0.00263239,0.003072069,0.002226106,0.000692067,0.016170611,0.000895082,0.001084353,0.002078396,0.002572283,0.013809122,0.002202355,0.018645979,0.000393751,0.005211117,0.002399148,0.001005129,0.001068915,0.001019064,0.001886221,0.001772184,0.000640283,0.001682242,0.002023231,0.00049169,0.001681264,0.006925617,0.002778134,0.001917725,0.000152291,0.002593738,0.002485833,0.001269142,0.000740774,0.01342959,0.003718837,0.001671523,0.000774945,0.002102179
12-Dehydrocholate,7.8570572,13.7182924,20,20,7.6584488,19.8188868,20,20,20,20,11.0499884,11.1202032,14.955316,19.399538,8.2699032,20,20,20,20,4.9506952,8.951662,16.1230832,14.9364192,17.4410336,17.7436904,20,18.0228548,16.4859812,20,20,20,20,6.2747244,13.02494,20,20,7.014006,14.5173884,20,7.125604,4.2544592,17.2201536,20,20,20,20,20,12.1652316,20,20,2.3429192,20,20,3.7828336,15.834782,20,8.6806368,20,7.236272,11.6504888,20,20,20,20,20,6.459312,20,5.9563176,1.8795168,10.3861476,2.970578,2.71314,15.2893044,15.4880628,13.0182816,2.2490468,20,20,4.802246,0.1679612,2.237612,0.9204448,0,1.5201456,10.386488,10.577584,2.9875504,15.00512,13.9393544,10.281904,5.670004,3.92464792,20,20,11.775732,9.989464,3.3318196,6.4377684,2.9895384,8.726,9.040036,7.2712428,5.5159304,8.0544588,3.2959528,20,1.4537112,20,17.3971304,3.9983668,7.064936,2.3158864,9.7260956,3.0714088,7.4646544,4.901964,7.7858892,0.8748328,3.417208,3.5931972,20,3.2428048,6.2686664,20,20,11.4135232,12.783508,6.84459252,19.465956,12.6984064,16.3483804,16.9202804,5.6338,5.1057744,20,6.4200972,3.0565924,5.3678984,14.088536,17.4794676,16.85157072,4.1563856,11.2258764,11.3929172,5.8837064,20,6.3445604,20,20,17.10495284,20,20,20,7.72261424,20,8.27227708,6.629346,12.9996778,7.3358204,14.6059844,20,14.8288276,6.5284204,3.647648,20,19.58498512,16.26592924,3.0614128,20,20,1.5129488,20,20,3.46716116,20,20,7.8038416,20,7.3840752,8.0560444,19.50908,16.32757216,7.2635122,4.9419204,10.53916836,6.96771568,9.84429724,20,2.49708948,15.44508044,5.0984952,6.26336476,3.830872,12.211368,19.3810644,20,3.2368772,20,14.3487368,11.6494776,20,20,3.444318,6.62603216,20,1.646768,6.566346,10.184784,7.217748,20,8.51796,12.9386504,7.262456,10.9917578,20,20,20,18.89754904,13.82963592,20,20,3.69358468,3.29215216,19.95807628,20,11.728414,8.24462012,4.0291377,3.1948872,1.9391352,20,13.22777992,20,10.984358,4.01215952,2.57142696,13.2218664,20,5.9139612,20,12.4233488,4.99896424,4.943558,20,20,14.3895988,11.92275296,9.50855908,9.60122356,5.6524864,11.4504668,5.6984004,10.306468,20,8.0916216,17.79209412,6.06596552,14.75627904,20,4.0504988,4.4074436,20,15.75379944,6.5865032,8.7242592,3.28250868,13.60018224,4.2372288,2.48027184,20,10.2073228,6.753954,3.4682664,8.7830844,2.38335412,12.453472,8.8986808,3.1864504,4.72,1.8476644,11.9467232,20,17.6470272,20,20,20,18.0824396,20,0.7418216,5.557212,14.9745988,13.40131,20,10.4994268,8.7326236,20,20,20,20,20,15.997878,20,20,15.5120784,12.4719112,20,12.924688,20,20,4.7663624,1.875698,3.929824,20,20,7.9962576,18.205618,0.2481388,0,17.3047,1.36209,0,3.037536,3.0129884,4.7982464,0,1.5197544,0.3998,6.84132,3.98717504,12.7324324,7.3469368,2.9164744,10.1597448,9.6177128,3.6522776,7.466852,2.599012,7.932808,5.20805048,2.6510708,16.735076,20,1.17878,7.2792356,1.662512,8.734806,5.6143056,0.3598744,11.1153228,3.2196232,5.5009816,13.636368,9.8002692,3.4968416,1.803252,4.9594336,9.0336,7.0560836,12.0346,6.8824272,2.7837776,17.465696,8.2207196,2.898552,10.0558508,3.7864096,3.2247484,12.3401396,2.1164036,10.9239224,14.7761776,7.46716,1.6700044,20,3.1413628,15.0954828,2.3285888,20,9.14409744,11.20656708,2.28469748,12.7672596,11.12429684,1.0167772,0.4141856,13.740178,5.013052,7.14668,17.092786,20,9.4316404,20,2.073616,9.7271288,16.1439588,19.96446881,20,1.441204,6.2848048,5.2827236,15.883938,7.7743648,1.81762276,10.78299536,17.7914592,20,1.91766408,20,17.72543084,18.99852016,20,20,20,16.198632,19.345652,17.267514,7.73931,20,20,7.72571784,4.14461992,20,0.72972,20,6.28354128,20,20,10.9349098,20,20,16.9046432,16.68476,3.38477676,20,12.66140328,4.103756,20,2.4781736,4.6727624,7.4815224,11.8070576,8.8201216,20,20,20,1.375972,13.1308552,20,9.3023252,5.0943964,20,10.6560704,6.5447092,7.734156,20,9.180048,1.9483284,8.265214,1.343284,7.12741456,5.37431124,20,10.77084256,16.82845528,6.59746112,1.16783872,6.8381574,4.485814,7.650272,15.2859856,13.19416152,20,20,20,18.8579776,0.943024,4.798016,3.607296,5.852946,3.31342,20,20,4.9015308,20,8.584719,4.09161044,15.5562224,7.97993948,11.7982912,20,20,20,20,7.80786124,20,20,20,14.2884776,20,20,19.084476,11.6115528,18.35543796,20,11.23024756,20,12.4137636,20,7.834183,3.21287068,4.4193352,7.429204,1.94583324,11.08181228,15.92958032,3.94234384,7.30237912,19.0300064,20,1.87219288,20,1.118166,1.6788172,5.35263736,15.08162756,2.14233616,20,20,20,20,15.2997344,3.92761612,10.5550572,15.704734,7.4875172,11.32777732,14.33659664,9.09775132,11.06222624,1.814046,19.3917616,3.30867016,1.3146624,14.58891252,9.120242,0,20,20,9.297124,6.92571076,6.95627164,1.67154784,12.5386128,20,0,3.794644,0.93356,5.9092232,9.20479224,4.05121552,20,13.61898984,20,3.147394,8.764848,15.0074372,15.865692,7.4173996,20,8.908168,8.9436452,20,5.1986144,4.4120716,20,6.600168,11.8979546,11.1458136,19.6376832,8.6565044,5.026932,20,20,3.555556,8.6384944,5.620224,4.488298,20,9.67160328,20,20,9.5014534,9.10097752,18.56308876,8.3296098,3.01085564,17.56765756,12.7675934,12.15435468,7.48241324,8.549062,20,3.3560456,8.53947036,20,1.06846012,8.4325728,15.3887136,0.61474904,3.61400472,9.34873588,7.088008,12.7427334,6.35534804,7.22017248,8.526834,5.3726612,4.9930308,7.05941112,3.6446444,8.2324116,20,20,20,2.9010564,4.602822,4.2620908,12.91857,7.5952044,14.3663668,13.73846824,4.8564636,14.5581348,1.525128,10.5218932,7.699038,11.6082284,6.296158,2.2243574,7.9513996,20,8.7283134,10.3738452,20,0.9178136,6.1671148,14.5310496,14.0837888,6.2027644,12.25587532,3.0446044,4.858076,5.0298996,20,5.271556,1.361803,8.05886396,3.17311504,12.4137432,8.3906502
"(S)-propane-1,2-diol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.710844,0,0,0,0,0,0.4458312,0,0,2.136372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74084,2.621756,0,0,0,0,0.55274,0,0,6.2456,0,0,0,0.470836,0,3.729668,15.437272,0,12.94964,0,0,1.163212,0,0,0,0,0,0,0,0.1845868,0,0,0,0,0.495048,0,0,0,0,0.783216,0,0,0,0,0,0.1799372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531172,1.9439,0.7593,0,0,0,0,0,1.682752,0.890584,0,0,0,0,0,0,0,0,5.77428,0,0,53.7024,36.0022,0,0.362348,0.1565864,0,0.625784,0,0,0,0.2084964,0,0,0,0,0,0,0.466904,0,0,0,0.2598196
